Achieved_Revenue,Optimal_Revenue,Difference,Run_Number
83160.0,112878.0,26.3,1885
80892.0,105240.0,23.1,1886
78324.0,119460.0,34.4,1887
83580.0,113208.0,26.2,1888
79086.0,102600.0,22.9,1889
75900.0,97038.0,21.8,1890
74760.0,112212.0,33.4,1891
81336.0,116130.0,30.0,1892
80148.0,110154.0,27.2,1893
79560.0,120000.0,33.7,1894
76200.0,96288.0,20.9,1895
76080.0,94548.0,19.5,1896
80460.0,108684.0,26.0,1897
80268.0,108720.0,26.2,1898
81732.0,98946.0,17.4,1899
86568.0,106542.0,18.7,1900
64320.0,66540.0,3.3,1901
84192.0,114756.0,26.6,1902
74868.0,76368.0,2.0,1903
73368.0,79488.0,7.7,1904
73776.0,96888.0,23.9,1905
73680.0,82392.0,10.6,1906
81840.0,91776.0,10.8,1907
84720.0,102120.0,17.0,1908
92256.0,118752.0,22.3,1909
81390.0,120000.0,32.2,1910
79536.0,120000.0,33.7,1911
81948.0,119760.0,31.6,1912
78156.0,120000.0,34.9,1913
74568.0,112518.0,33.7,1914
78756.0,97872.0,19.5,1915
92490.0,120000.0,22.9,1916
76560.0,98448.0,22.2,1917
71088.0,71088.0,0.0,1918
77376.0,84216.0,8.1,1919
83424.0,104880.0,20.5,1920
74376.0,103284.0,28.0,1921
79188.0,89088.0,11.1,1922
87378.0,113094.0,22.7,1923
75564.0,99552.0,24.1,1924
74304.0,104310.0,28.8,1925
74856.0,82992.0,9.8,1926
77016.0,117510.0,34.5,1927
78474.0,92328.0,15.0,1928
76932.0,112212.0,31.4,1929
83628.0,112188.0,25.5,1930
77640.0,83304.0,6.8,1931
80550.0,90438.0,10.9,1932
75660.0,105954.0,28.6,1933
73776.0,95124.0,22.4,1934
79860.0,99012.0,19.3,1935
78756.0,93036.0,15.3,1936
87042.0,106500.0,18.3,1937
75180.0,98484.0,23.7,1938
74400.0,104568.0,28.9,1939
79044.0,101532.0,22.1,1940
74712.0,112848.0,33.8,1941
75540.0,89580.0,15.7,1942
77904.0,96576.0,19.3,1943
91176.0,118488.0,23.1,1944
73368.0,90768.0,19.2,1945
74826.0,100878.0,25.8,1946
81060.0,108390.0,25.2,1947
78312.0,116988.0,33.1,1948
76224.0,79968.0,4.7,1949
78948.0,108690.0,27.4,1950
78582.0,120000.0,34.5,1951
73296.0,74250.0,1.3,1952
73992.0,98016.0,24.5,1953
74112.0,100494.0,26.3,1954
48636.0,48636.0,0.0,1955
80880.0,102978.0,21.5,1956
78528.0,79116.0,0.7,1957
82116.0,112380.0,26.9,1958
75564.0,88344.0,14.5,1959
73752.0,93576.0,21.2,1960
74736.0,87708.0,14.8,1961
74712.0,115164.0,35.1,1962
74064.0,101298.0,26.9,1963
73512.0,89256.0,17.6,1964
79626.0,97704.0,18.5,1965
75648.0,108504.0,30.3,1966
74400.0,105090.0,29.2,1967
86988.0,113490.0,23.4,1968
73824.0,93804.0,21.3,1969
78600.0,120000.0,34.5,1970
81972.0,106506.0,23.0,1971
80040.0,113358.0,29.4,1972
75840.0,98040.0,22.6,1973
85386.0,117978.0,27.6,1974
78360.0,120000.0,34.7,1975
74904.0,84708.0,11.6,1976
16524.0,16524.0,0.0,1977
80736.0,118794.0,32.0,1978
80316.0,108624.0,26.1,1979
74076.0,74964.0,1.2,1980
73968.0,102576.0,27.9,1981
79356.0,81480.0,2.6,1982
74424.0,89484.0,16.8,1983
73392.0,83016.0,11.6,1984
66624.0,68568.0,2.8,1985
77940.0,108252.0,28.0,1986
44496.0,44496.0,0.0,1987
76872.0,95592.0,19.6,1988
77328.0,83544.0,7.4,1989
76368.0,81288.0,6.1,1990
75276.0,85764.0,12.2,1991
79842.0,117930.0,32.3,1992
74136.0,98016.0,24.4,1993
74472.0,105360.0,29.3,1994
83808.0,120000.0,30.2,1995
76224.0,96972.0,21.4,1996
75288.0,89064.0,15.5,1997
75888.0,86046.0,11.8,1998
76068.0,97770.0,22.2,1999
77352.0,116304.0,33.5,2000
81048.0,120000.0,32.5,2001
75264.0,89076.0,15.5,2002
76176.0,76176.0,0.0,2003
77190.0,86016.0,10.3,2004
74484.0,77556.0,4.0,2005
77184.0,109992.0,29.8,2006
78030.0,98334.0,20.6,2007
74472.0,102954.0,27.7,2008
80004.0,109638.0,27.0,2009
86556.0,111420.0,22.3,2010
82872.0,106554.0,22.2,2011
81630.0,118080.0,30.9,2012
75144.0,81336.0,7.6,2013
77232.0,107034.0,27.8,2014
77412.0,102582.0,24.5,2015
79704.0,112806.0,29.3,2016
68976.0,75216.0,8.3,2017
73752.0,93684.0,21.3,2018
80940.0,110808.0,27.0,2019
73344.0,80652.0,9.1,2020
76272.0,81018.0,5.9,2021
78204.0,115836.0,32.5,2022
78660.0,97362.0,19.2,2023
77454.0,99114.0,21.9,2024
76368.0,101178.0,24.5,2025
81840.0,107544.0,23.9,2026
77292.0,91176.0,15.2,2027
76950.0,88344.0,12.9,2028
75948.0,103986.0,27.0,2029
31734.0,33780.0,6.1,2030
73800.0,83508.0,11.6,2031
73860.0,76596.0,3.6,2032
74592.0,103506.0,27.9,2033
74520.0,109602.0,32.0,2034
80280.0,114948.0,30.2,2035
79224.0,120000.0,34.0,2036
76584.0,97962.0,21.8,2037
86028.0,112086.0,23.2,2038
74136.0,101610.0,27.0,2039
86112.0,110508.0,22.1,2040
57708.0,57708.0,0.0,2041
74592.0,112236.0,33.5,2042
73944.0,89352.0,17.2,2043
75180.0,100284.0,25.0,2044
79212.0,93540.0,15.3,2045
75624.0,102312.0,26.1,2046
76374.0,87720.0,12.9,2047
82488.0,116178.0,29.0,2048
81108.0,94044.0,13.8,2049
36174.0,37128.0,2.6,2050
75528.0,99636.0,24.2,2051
75672.0,98694.0,23.3,2052
76068.0,116772.0,34.9,2053
76968.0,97080.0,20.7,2054
77136.0,113262.0,31.9,2055
79788.0,101100.0,21.1,2056
74208.0,103812.0,28.5,2057
79674.0,104946.0,24.1,2058
73752.0,83016.0,11.2,2059
83364.0,120000.0,30.5,2060
83430.0,104766.0,20.4,2061
73368.0,73704.0,0.5,2062
75504.0,101052.0,25.3,2063
69612.0,69612.0,0.0,2064
80976.0,105612.0,23.3,2065
76140.0,106062.0,28.2,2066
72432.0,72432.0,0.0,2067
74598.0,79296.0,5.9,2068
74592.0,111048.0,32.8,2069
80202.0,114942.0,30.2,2070
77736.0,97056.0,19.9,2071
81264.0,100200.0,18.9,2072
83544.0,109692.0,23.8,2073
77376.0,99462.0,22.2,2074
77514.0,90996.0,14.8,2075
73584.0,87204.0,15.6,2076
80178.0,108774.0,26.3,2077
81870.0,106302.0,23.0,2078
82584.0,102936.0,19.8,2079
75108.0,100464.0,25.2,2080
76824.0,111834.0,31.3,2081
73968.0,101544.0,27.2,2082
73920.0,94368.0,21.7,2083
73848.0,93768.0,21.2,2084
75360.0,87480.0,13.9,2085
75432.0,118746.0,36.5,2086
30288.0,31464.0,3.7,2087
74064.0,101310.0,26.9,2088
76038.0,77280.0,1.6,2089
76644.0,89160.0,14.0,2090
84312.0,117288.0,28.1,2091
83028.0,120000.0,30.8,2092
80262.0,101532.0,20.9,2093
73992.0,103584.0,28.6,2094
75096.0,114948.0,34.7,2095
78804.0,112656.0,30.0,2096
76752.0,99138.0,22.6,2097
54300.0,54804.0,0.9,2098
78834.0,98610.0,20.1,2099
73704.0,98784.0,25.4,2100
76074.0,77388.0,1.7,2101
73896.0,97554.0,24.3,2102
76260.0,103002.0,26.0,2103
76176.0,78852.0,3.4,2104
75936.0,103776.0,26.8,2105
81480.0,93204.0,12.6,2106
82344.0,103446.0,20.4,2107
75894.0,99042.0,23.4,2108
79776.0,100038.0,20.3,2109
86664.0,114276.0,24.2,2110
80124.0,103860.0,22.9,2111
74544.0,112056.0,33.5,2112
84030.0,111774.0,24.8,2113
74784.0,77076.0,3.0,2114
73824.0,98136.0,24.8,2115
78954.0,116028.0,32.0,2116
81420.0,85716.0,5.0,2117
78252.0,98700.0,20.7,2118
75144.0,117192.0,35.9,2119
82374.0,116760.0,29.5,2120
65784.0,69684.0,5.6,2121
77376.0,98412.0,21.4,2122
97608.0,118176.0,17.4,2123
82758.0,107664.0,23.1,2124
81288.0,115812.0,29.8,2125
74472.0,107172.0,30.5,2126
74652.0,81516.0,8.4,2127
58548.0,59712.0,1.9,2128
79998.0,113052.0,29.2,2129
78474.0,103440.0,24.1,2130
74814.0,82416.0,9.2,2131
76056.0,95676.0,20.5,2132
93138.0,120000.0,22.4,2133
76506.0,107406.0,28.8,2134
75780.0,101388.0,25.3,2135
80862.0,106092.0,23.8,2136
79200.0,103122.0,23.2,2137
73512.0,86040.0,14.6,2138
77316.0,117468.0,34.2,2139
77106.0,102870.0,25.0,2140
84066.0,109710.0,23.4,2141
74808.0,90396.0,17.2,2142
76452.0,99294.0,23.0,2143
74376.0,103722.0,28.3,2144
61332.0,64296.0,4.6,2145
76728.0,96864.0,20.8,2146
75828.0,103392.0,26.7,2147
72204.0,72204.0,0.0,2148
78108.0,119466.0,34.6,2149
75156.0,90024.0,16.5,2150
75000.0,115416.0,35.0,2151
77040.0,108612.0,29.1,2152
81852.0,101670.0,19.5,2153
74208.0,102882.0,27.9,2154
80244.0,108624.0,26.1,2155
77898.0,98358.0,20.8,2156
74112.0,98136.0,24.5,2157
84156.0,109908.0,23.4,2158
77712.0,120000.0,35.2,2159
74184.0,105288.0,29.5,2160
74880.0,118272.0,36.7,2161
78504.0,116166.0,32.4,2162
76410.0,79812.0,4.3,2163
75072.0,83352.0,9.9,2164
81000.0,114522.0,29.3,2165
78936.0,95148.0,17.0,2166
80268.0,102924.0,22.0,2167
76320.0,82224.0,7.2,2168
77436.0,108078.0,28.4,2169
78648.0,110802.0,29.0,2170
74136.0,102900.0,28.0,2171
74304.0,104592.0,29.0,2172
80208.0,99168.0,19.1,2173
78012.0,100920.0,22.7,2174
75972.0,104376.0,27.2,2175
74496.0,106590.0,30.1,2176
75504.0,120000.0,37.1,2177
78480.0,109038.0,28.0,2178
75612.0,101460.0,25.5,2179
63792.0,66180.0,3.6,2180
80880.0,107754.0,24.9,2181
83112.0,113100.0,26.5,2182
75660.0,102870.0,26.5,2183
73824.0,89652.0,17.7,2184
74496.0,79932.0,6.8,2185
85656.0,101394.0,15.5,2186
81240.0,107940.0,24.7,2187
77892.0,107862.0,27.8,2188
77928.0,106926.0,27.1,2189
73464.0,76836.0,4.4,2190
78678.0,111330.0,29.3,2191
73896.0,99744.0,25.9,2192
73584.0,87312.0,15.7,2193
78978.0,112788.0,30.0,2194
77844.0,110880.0,29.8,2195
74052.0,75756.0,2.2,2196
75750.0,101376.0,25.3,2197
74784.0,95940.0,22.1,2198
76572.0,99942.0,23.4,2199
78108.0,84462.0,7.5,2200
79212.0,112878.0,29.8,2201
77652.0,105354.0,26.3,2202
78222.0,105222.0,25.7,2203
80496.0,120000.0,32.9,2204
74856.0,119184.0,37.2,2205
74328.0,103200.0,28.0,2206
78504.0,110262.0,28.8,2207
59400.0,62748.0,5.3,2208
59472.0,63420.0,6.2,2209
78960.0,108132.0,27.0,2210
85704.0,107082.0,20.0,2211
78936.0,102636.0,23.1,2212
77052.0,111540.0,30.9,2213
75816.0,85548.0,11.4,2214
87702.0,119082.0,26.4,2215
75096.0,120000.0,37.4,2216
47010.0,48684.0,3.4,2217
76836.0,101622.0,24.4,2218
64704.0,66696.0,3.0,2219
61944.0,71064.0,12.8,2220
80496.0,94848.0,15.1,2221
78864.0,110982.0,28.9,2222
81780.0,113568.0,28.0,2223
79674.0,107400.0,25.8,2224
76368.0,98184.0,22.2,2225
77136.0,101520.0,24.0,2226
73320.0,76896.0,4.7,2227
73632.0,87036.0,15.4,2228
73488.0,83268.0,11.7,2229
74208.0,99984.0,25.8,2230
73320.0,80916.0,9.4,2231
79356.0,111168.0,28.6,2232
80256.0,114132.0,29.7,2233
80760.0,112224.0,28.0,2234
77136.0,91764.0,15.9,2235
79554.0,113568.0,30.0,2236
74016.0,97188.0,23.8,2237
74088.0,99954.0,25.9,2238
76728.0,100800.0,23.9,2239
82080.0,120000.0,31.6,2240
79476.0,104010.0,23.6,2241
77520.0,111246.0,30.3,2242
74664.0,113280.0,34.1,2243
73704.0,94260.0,21.8,2244
87984.0,109902.0,19.9,2245
64644.0,64644.0,0.0,2246
74424.0,102150.0,27.1,2247
76992.0,98208.0,21.6,2248
86868.0,113562.0,23.5,2249
74760.0,76476.0,2.2,2250
79896.0,112506.0,29.0,2251
75168.0,81528.0,7.8,2252
74844.0,85716.0,12.7,2253
78732.0,117516.0,33.0,2254
76572.0,113250.0,32.4,2255
77280.0,103872.0,25.6,2256
76722.0,102060.0,24.8,2257
74856.0,101112.0,26.0,2258
59610.0,64872.0,8.1,2259
78600.0,97128.0,19.1,2260
82788.0,107934.0,23.3,2261
91116.0,120000.0,24.1,2262
58332.0,60420.0,3.5,2263
76608.0,113352.0,32.4,2264
79752.0,120000.0,33.5,2265
74160.0,101568.0,27.0,2266
75096.0,114774.0,34.6,2267
69108.0,69108.0,0.0,2268
81624.0,109296.0,25.3,2269
74940.0,76176.0,1.6,2270
88284.0,114678.0,23.0,2271
38976.0,39372.0,1.0,2272
76704.0,109176.0,29.7,2273
77148.0,104598.0,26.2,2274
76992.0,98124.0,21.5,2275
87210.0,107460.0,18.8,2276
85992.0,114138.0,24.7,2277
48372.0,48372.0,0.0,2278
21672.0,22128.0,2.1,2279
77166.0,110736.0,30.3,2280
75072.0,90918.0,17.4,2281
79236.0,112974.0,29.9,2282
75972.0,100476.0,24.4,2283
80478.0,91128.0,11.7,2284
67920.0,72288.0,6.0,2285
81156.0,95340.0,14.9,2286
74688.0,114018.0,34.5,2287
87798.0,110832.0,20.8,2288
76596.0,115626.0,33.8,2289
37644.0,38868.0,3.1,2290
84072.0,89040.0,5.6,2291
73464.0,87432.0,16.0,2292
77700.0,99498.0,21.9,2293
73680.0,85008.0,13.3,2294
78168.0,100644.0,22.3,2295
71424.0,73284.0,2.5,2296
88044.0,100416.0,12.3,2297
62100.0,62100.0,0.0,2298
76368.0,101586.0,24.8,2299
76422.0,86952.0,12.1,2300
78930.0,97656.0,19.2,2301
74856.0,115488.0,35.2,2302
74784.0,118038.0,36.6,2303
73536.0,90252.0,18.5,2304
80862.0,109218.0,26.0,2305
76008.0,100128.0,24.1,2306
83880.0,106668.0,21.4,2307
77136.0,94896.0,18.7,2308
65076.0,65076.0,0.0,2309
50076.0,54144.0,7.5,2310
67392.0,72192.0,6.6,2311
56976.0,58128.0,2.0,2312
74640.0,103902.0,28.2,2313
80370.0,104262.0,22.9,2314
76368.0,88236.0,13.5,2315
85356.0,107862.0,20.9,2316
77448.0,113610.0,31.8,2317
77148.0,116214.0,33.6,2318
79074.0,104874.0,24.6,2319
80088.0,110916.0,27.8,2320
73512.0,81288.0,9.6,2321
78024.0,120000.0,35.0,2322
83880.0,84972.0,1.3,2323
75792.0,99864.0,24.1,2324
75660.0,91584.0,17.4,2325
76392.0,99420.0,23.2,2326
74220.0,82326.0,9.8,2327
78252.0,115080.0,32.0,2328
78840.0,104244.0,24.4,2329
62778.0,64524.0,2.7,2330
81264.0,91728.0,11.4,2331
73944.0,87804.0,15.8,2332
76302.0,88914.0,14.2,2333
57918.0,66156.0,12.5,2334
80088.0,92568.0,13.5,2335
73440.0,82140.0,10.6,2336
68112.0,73188.0,6.9,2337
76488.0,112806.0,32.2,2338
74160.0,101352.0,26.8,2339
75432.0,85044.0,11.3,2340
56136.0,56136.0,0.0,2341
75168.0,93264.0,19.4,2342
76584.0,115344.0,33.6,2343
78480.0,101580.0,22.7,2344
74808.0,112806.0,33.7,2345
81168.0,108054.0,24.9,2346
78480.0,91164.0,13.9,2347
88668.0,107022.0,17.1,2348
78744.0,117228.0,32.8,2349
78876.0,88884.0,11.3,2350
54708.0,60552.0,9.7,2351
77388.0,80592.0,4.0,2352
79428.0,120000.0,33.8,2353
74712.0,115608.0,35.4,2354
83526.0,96408.0,13.4,2355
77508.0,112470.0,31.1,2356
74688.0,114984.0,35.0,2357
73680.0,85008.0,13.3,2358
78054.0,108660.0,28.2,2359
74640.0,106926.0,30.2,2360
78288.0,100542.0,22.1,2361
83580.0,117756.0,29.0,2362
74256.0,103902.0,28.5,2363
79494.0,92784.0,14.3,2364
74496.0,111264.0,33.0,2365
61632.0,65784.0,6.3,2366
74496.0,110292.0,32.5,2367
79362.0,120000.0,33.9,2368
76296.0,98028.0,22.2,2369
77088.0,116418.0,33.8,2370
76236.0,104034.0,26.7,2371
82620.0,116142.0,28.9,2372
86130.0,106650.0,19.2,2373
74304.0,105252.0,29.4,2374
75780.0,75864.0,0.1,2375
89088.0,110232.0,19.2,2376
82212.0,105690.0,22.2,2377
74328.0,98850.0,24.8,2378
84444.0,102672.0,17.8,2379
80568.0,106458.0,24.3,2380
76464.0,112236.0,31.9,2381
75024.0,82056.0,8.6,2382
59292.0,59292.0,0.0,2383
54522.0,56196.0,3.0,2384
79950.0,99474.0,19.6,2385
66444.0,67068.0,0.9,2386
73512.0,78156.0,5.9,2387
83016.0,118680.0,30.1,2388
52068.0,52788.0,1.4,2389
74352.0,101112.0,26.5,2390
77772.0,100302.0,22.5,2391
77916.0,109902.0,29.1,2392
80718.0,103458.0,22.0,2393
84792.0,113640.0,25.4,2394
74688.0,111636.0,33.1,2395
75672.0,120000.0,36.9,2396
81546.0,110580.0,26.3,2397
77460.0,113472.0,31.7,2398
74736.0,111648.0,33.1,2399
74544.0,111642.0,33.2,2400
53406.0,55224.0,3.3,2401
76548.0,88740.0,13.7,2402
75378.0,78000.0,3.4,2403
56316.0,57012.0,1.2,2404
78936.0,100266.0,21.3,2405
81456.0,118338.0,31.2,2406
74088.0,79908.0,7.3,2407
77304.0,85800.0,9.9,2408
76212.0,99552.0,23.4,2409
86556.0,114222.0,24.2,2410
79542.0,108582.0,26.7,2411
82212.0,111336.0,26.2,2412
74016.0,101430.0,27.0,2413
73872.0,92508.0,20.1,2414
74016.0,101580.0,27.1,2415
76368.0,107322.0,28.8,2416
76644.0,109914.0,30.3,2417
75492.0,103554.0,27.1,2418
77208.0,108222.0,28.7,2419
76848.0,105900.0,27.4,2420
85920.0,113118.0,24.0,2421
76020.0,101646.0,25.2,2422
76920.0,104244.0,26.2,2423
73632.0,83220.0,11.5,2424
74640.0,111156.0,32.9,2425
79656.0,108918.0,26.9,2426
76512.0,83388.0,8.2,2427
76626.0,97344.0,21.3,2428
75408.0,120000.0,37.2,2429
54594.0,55692.0,2.0,2430
80556.0,102744.0,21.6,2431
79560.0,115122.0,30.9,2432
74736.0,110136.0,32.1,2433
48642.0,53556.0,9.2,2434
69864.0,75732.0,7.7,2435
80724.0,115482.0,30.1,2436
73920.0,82320.0,10.2,2437
74016.0,97596.0,24.2,2438
78660.0,97986.0,19.7,2439
75408.0,119280.0,36.8,2440
78612.0,92148.0,14.7,2441
79938.0,120000.0,33.4,2442
24516.0,24708.0,0.8,2443
80700.0,103146.0,21.8,2444
80304.0,102984.0,22.0,2445
74184.0,104850.0,29.2,2446
80064.0,100704.0,20.5,2447
74544.0,110154.0,32.3,2448
74880.0,115758.0,35.3,2449
77292.0,100668.0,23.2,2450
73320.0,77160.0,5.0,2451
74472.0,109818.0,32.2,2452
79764.0,84996.0,6.2,2453
13752.0,14112.0,2.6,2454
55038.0,56952.0,3.4,2455
81624.0,109110.0,25.2,2456
76476.0,93588.0,18.3,2457
53832.0,54600.0,1.4,2458
75384.0,91200.0,17.3,2459
74736.0,112764.0,33.7,2460
73992.0,91608.0,19.2,2461
78138.0,91092.0,14.2,2462
81780.0,114630.0,28.7,2463
32982.0,35100.0,6.0,2464
74544.0,110514.0,32.5,2465
77160.0,117438.0,34.3,2466
88578.0,117006.0,24.3,2467
77736.0,83268.0,6.6,2468
87828.0,108618.0,19.1,2469
76692.0,91056.0,15.8,2470
83400.0,112572.0,25.9,2471
76752.0,110730.0,30.7,2472
87024.0,97272.0,10.5,2473
77736.0,104790.0,25.8,2474
77316.0,115374.0,33.0,2475
56916.0,56916.0,0.0,2476
73920.0,93768.0,21.2,2477
76668.0,105384.0,27.2,2478
82656.0,108126.0,23.6,2479
77520.0,110916.0,30.1,2480
80028.0,89880.0,11.0,2481
90168.0,109320.0,17.5,2482
73200.0,77784.0,5.9,2483
74736.0,84456.0,11.5,2484
81012.0,111204.0,27.2,2485
76308.0,89016.0,14.3,2486
77562.0,85176.0,8.9,2487
77640.0,114168.0,32.0,2488
73992.0,99270.0,25.5,2489
84168.0,85464.0,1.5,2490
59604.0,59604.0,0.0,2491
77616.0,107010.0,27.5,2492
77088.0,88812.0,13.2,2493
91188.0,120000.0,24.0,2494
80214.0,102108.0,21.4,2495
81816.0,118818.0,31.1,2496
78084.0,101634.0,23.2,2497
74400.0,97920.0,24.0,2498
79662.0,84378.0,5.6,2499
83886.0,104106.0,19.4,2501
78960.0,101454.0,22.2,2500
